,CHIR99021_uM,BMP4_uM,BMP7_uM,SHH_uM,SAG_uM,RA_uM,FGF8_uM,FGF2_uM,FGF4_uM,IWP2_uM,XAV939_uM,SB431542_uM,LDN193189_uM,DAPT_uM,EGF_uM,ActivinA_uM,Dorsomorphin_uM,purmorphamine_uM,cyclopamine_uM,log_harvest_day
virtual_04528,3.0,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.1,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04529,1.0,0.0,0.0,0.01020408163265306,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04530,9.0,0.0003846153846153846,0.0,0.002551020408163265,1.0,0.5,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04531,1.0,0.0007692307692307692,0.0,0.00510204081632653,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04532,9.0,0.0003846153846153846,0.0,0.002551020408163265,0.05,0.5,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04533,3.0,0.0003846153846153846,0.0,0.00510204081632653,0.5,0.1,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04534,1.5,0.0019230769230769232,0.0,0.0,0.0,0.5,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04535,1.5,0.0007692307692307692,0.0,0.00510204081632653,0.5,0.1,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04536,9.0,0.0019230769230769232,0.0,0.00510204081632653,0.5,0.1,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04537,0.0,0.0007692307692307692,0.0,0.002551020408163265,0.5,0.05,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04538,1.0,0.0019230769230769232,0.0,0.01020408163265306,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04539,1.5,0.0003846153846153846,0.0,0.002551020408163265,0.0,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04540,0.5,0.0003846153846153846,0.0,0.01020408163265306,1.0,0.0,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04541,9.0,0.0,0.0,0.0,1.0,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04542,1.0,0.0019230769230769232,0.0,0.00510204081632653,0.25,0.01,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04543,1.0,0.0007692307692307692,0.0,0.00510204081632653,1.0,0.5,0.0,0.0,0.0,5.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04544,9.0,0.0003846153846153846,0.0,0.002551020408163265,0.5,0.05,0.0,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04545,0.5,0.0019230769230769232,0.0,0.00510204081632653,1.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04546,6.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04547,0.5,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.05,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04548,1.0,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.01,0.0,0.0,0.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04549,1.0,0.0019230769230769232,0.0,0.00510204081632653,1.0,0.0,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04550,3.0,0.0007692307692307692,0.0,0.002551020408163265,0.5,0.0,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04551,6.0,0.0019230769230769232,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04552,9.0,0.0,0.0,0.01020408163265306,1.0,0.1,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04553,1.5,0.0003846153846153846,0.0,0.00510204081632653,0.0,0.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04554,6.0,0.0,0.0,0.00510204081632653,1.0,0.05,0.0,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04555,0.5,0.0,0.0,0.002551020408163265,0.5,0.5,0.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04556,1.5,0.0,0.0,0.002551020408163265,1.0,0.01,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04557,1.5,0.0019230769230769232,0.0,0.00510204081632653,0.5,0.05,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04558,3.0,0.0019230769230769232,0.0,0.0,0.5,0.5,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04559,9.0,0.0007692307692307692,0.0,0.01020408163265306,0.05,0.01,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04560,1.0,0.0007692307692307692,0.0,0.002551020408163265,0.5,0.0,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04561,9.0,0.0003846153846153846,0.0,0.002551020408163265,1.0,0.05,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04562,0.5,0.0,0.0,0.002551020408163265,0.0,0.01,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04563,3.0,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04564,0.5,0.0003846153846153846,0.0,0.002551020408163265,0.05,0.5,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04565,3.0,0.0,0.0,0.01020408163265306,0.05,0.1,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04566,1.5,0.0003846153846153846,0.0,0.0,1.0,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04567,1.0,0.0007692307692307692,0.0,0.002551020408163265,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04568,0.5,0.0003846153846153846,0.0,0.00510204081632653,0.5,0.1,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04569,1.5,0.0007692307692307692,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04570,0.5,0.0019230769230769232,0.0,0.00510204081632653,0.25,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04571,3.0,0.0019230769230769232,0.0,0.00510204081632653,1.0,0.1,0.0,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04572,0.5,0.0,0.0,0.002551020408163265,0.05,0.5,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04573,6.0,0.0,0.0,0.0,0.25,0.1,0.0,0.0,0.0,2.5,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04574,6.0,0.0007692307692307692,0.0,0.0,0.25,0.5,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04575,6.0,0.0019230769230769232,0.0,0.01020408163265306,0.5,0.0,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04576,9.0,0.0007692307692307692,0.0,0.0,1.0,0.5,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04577,0.0,0.0007692307692307692,0.0,0.002551020408163265,0.05,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04578,0.0,0.0003846153846153846,0.0,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04579,6.0,0.0007692307692307692,0.0,0.002551020408163265,1.0,0.1,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04580,0.5,0.0,0.0,0.01020408163265306,0.25,0.5,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04581,6.0,0.0003846153846153846,0.0,0.0,0.05,0.5,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04582,3.0,0.0,0.0,0.002551020408163265,1.0,0.1,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04583,1.0,0.0003846153846153846,0.0,0.002551020408163265,1.0,0.1,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04584,1.5,0.0,0.0,0.00510204081632653,1.0,0.01,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04585,1.5,0.0007692307692307692,0.0,0.0,0.25,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04586,1.5,0.0019230769230769232,0.0,0.00510204081632653,0.25,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04587,9.0,0.0019230769230769232,0.0,0.00510204081632653,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04588,0.0,0.0,0.0,0.0,0.5,0.0,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04589,0.5,0.0019230769230769232,0.0,0.002551020408163265,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04590,9.0,0.0003846153846153846,0.0,0.01020408163265306,1.0,0.05,0.0,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04591,3.0,0.0,0.0,0.002551020408163265,0.05,0.0,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04592,1.5,0.0007692307692307692,0.0,0.00510204081632653,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04593,6.0,0.0,0.0,0.002551020408163265,0.05,0.1,0.0,0.0,0.0,2.5,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04594,1.0,0.0,0.0,0.01020408163265306,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04595,3.0,0.0003846153846153846,0.0,0.01020408163265306,0.05,0.1,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04596,9.0,0.0007692307692307692,0.0,0.01020408163265306,0.25,0.1,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04597,1.0,0.0003846153846153846,0.0,0.0,0.25,0.01,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04598,3.0,0.0003846153846153846,0.0,0.002551020408163265,0.25,0.1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04599,1.5,0.0019230769230769232,0.0,0.01020408163265306,0.0,0.05,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04600,0.0,0.0,0.0,0.00510204081632653,0.5,0.1,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04601,3.0,0.0019230769230769232,0.0,0.0,0.5,0.0,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04602,1.0,0.0007692307692307692,0.0,0.0,0.25,0.5,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04603,1.5,0.0003846153846153846,0.0,0.00510204081632653,0.05,0.1,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04604,1.5,0.0003846153846153846,0.0,0.0,0.05,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04605,0.5,0.0003846153846153846,0.0,0.0,0.05,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04606,1.0,0.0,0.0,0.002551020408163265,0.25,0.05,0.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04607,1.0,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.0,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04608,1.5,0.0007692307692307692,0.0,0.002551020408163265,0.25,0.01,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04609,0.5,0.0007692307692307692,0.0,0.0,0.0,0.1,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04610,1.0,0.0019230769230769232,0.0,0.002551020408163265,0.05,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04611,1.5,0.0007692307692307692,0.0,0.00510204081632653,0.05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04612,3.0,0.0019230769230769232,0.0,0.0,0.0,0.1,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04613,1.5,0.0007692307692307692,0.0,0.01020408163265306,0.05,0.1,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04614,6.0,0.0007692307692307692,0.0,0.00510204081632653,1.0,0.0,0.0,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04615,1.5,0.0019230769230769232,0.0,0.01020408163265306,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04616,1.0,0.0019230769230769232,0.0,0.002551020408163265,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04617,1.5,0.0007692307692307692,0.0,0.002551020408163265,0.25,0.05,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04618,0.0,0.0003846153846153846,0.0,0.01020408163265306,0.25,0.01,0.0022222222222222222,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04619,0.5,0.0019230769230769232,0.0,0.01020408163265306,0.25,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04620,0.5,0.0,0.0,0.0,0.25,0.05,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04621,0.0,0.0003846153846153846,0.0,0.002551020408163265,0.0,0.05,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04622,6.0,0.0,0.0,0.0,1.0,0.1,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04623,0.0,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.1,0.0022222222222222222,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04624,0.0,0.0019230769230769232,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.5,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04625,9.0,0.0007692307692307692,0.0,0.0,0.25,0.05,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04627,1.5,0.0,0.0,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04628,1.5,0.0007692307692307692,0.0,0.01020408163265306,0.25,0.1,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04629,3.0,0.0003846153846153846,0.0,0.0,0.25,0.01,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04630,1.5,0.0,0.0,0.00510204081632653,1.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04631,3.0,0.0,0.0,0.00510204081632653,0.5,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04632,1.0,0.0003846153846153846,0.0,0.0,0.5,0.01,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04633,0.5,0.0007692307692307692,0.0,0.01020408163265306,0.25,0.1,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04634,0.0,0.0,0.0,0.002551020408163265,0.25,0.1,0.0022222222222222222,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04635,6.0,0.0019230769230769232,0.0,0.01020408163265306,0.05,0.5,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04636,0.5,0.0007692307692307692,0.0,0.00510204081632653,0.0,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04637,6.0,0.0019230769230769232,0.0,0.00510204081632653,1.0,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04638,1.0,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.5,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04639,1.5,0.0,0.0,0.002551020408163265,1.0,0.1,0.0,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04640,1.0,0.0003846153846153846,0.0,0.002551020408163265,0.5,0.01,0.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04641,3.0,0.0003846153846153846,0.0,0.01020408163265306,0.25,0.05,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04642,9.0,0.0,0.0,0.00510204081632653,1.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04643,0.0,0.0003846153846153846,0.0,0.00510204081632653,1.0,0.01,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04644,0.0,0.0003846153846153846,0.0,0.00510204081632653,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04645,9.0,0.0,0.0,0.0,0.0,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04646,9.0,0.0,0.0,0.00510204081632653,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04647,0.5,0.0007692307692307692,0.0,0.002551020408163265,0.05,0.01,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04648,6.0,0.0,0.0,0.00510204081632653,0.0,0.01,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04649,0.0,0.0003846153846153846,0.0,0.01020408163265306,1.0,0.05,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04650,0.5,0.0,0.0,0.01020408163265306,0.05,0.5,0.0,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04651,0.5,0.0019230769230769232,0.0,0.002551020408163265,0.5,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04652,1.0,0.0007692307692307692,0.0,0.002551020408163265,1.0,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04653,9.0,0.0003846153846153846,0.0,0.00510204081632653,0.05,0.5,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04654,0.0,0.0019230769230769232,0.0,0.002551020408163265,0.05,0.1,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04655,6.0,0.0007692307692307692,0.0,0.00510204081632653,0.25,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04656,6.0,0.0003846153846153846,0.0,0.002551020408163265,0.05,0.0,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_04657,6.0,0.0019230769230769232,0.0,0.002551020408163265,1.0,0.05,0.0,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04658,1.0,0.0,0.0,0.00510204081632653,0.05,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_04659,9.0,0.0007692307692307692,0.0,0.0,1.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_04660,3.0,0.0,0.0,0.01020408163265306,0.5,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
